0	78	460	298	189	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	585	99
78	0	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
460	99999	0	99999	99999	99999	99999	548	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	517	403
298	99999	99999	0	147	296	99999	221	99999	99999	190	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
189	99999	99999	147	0	99999	251	177	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	296	99999	0	115	99999	269	99999	60	99999	99999	99999	99999	202	99999	99999	494	99999	99999
99999	99999	99999	99999	251	115	0	99999	181	168	99	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	548	221	177	99999	99999	0	154	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	387	99999
99999	99999	99999	99999	99999	269	181	154	0	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	450	99999
99999	99999	99999	99999	99999	99999	168	99999	99999	0	86	125	237	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	190	99999	60	99	99999	99999	86	0	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	125	99999	0	99999	99999	99999	47	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	237	99999	99999	0	83	225	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	83	0	99999	99999	503	243	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	225	99999	0	227	99999	243	360	99999	99999
99999	99999	99999	99999	99999	202	99999	99999	99999	99999	99999	47	99999	99999	227	0	99999	99999	347	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	503	99999	99999	0	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	243	243	99999	99999	0	99999	99999	99999
99999	99999	99999	99999	99999	494	99999	99999	99999	99999	99999	99999	99999	99999	360	347	99999	99999	0	99999	99999
585	99999	517	99999	99999	99999	99999	387	450	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	0	99999
99	99999	403	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	0
